Title,Values
Peak_Times,"9.3332263, 9.0000687, 0.0"
Peak_Infections,"6771.0, 1.0, 0.0"
Total Infections,"539514085.0, 7009.0, 0.0"
Total_Unique_Infections,"9888.0, 3511.0, 6507.0"
