Title,Values
Peak_Times,"10.86098, 13.3733921, 15.1309576"
Peak_Infections,"6633.0, 3796.0, 3883.0"
Total Infections,"760513608.0, 470571694.0, 481952556.0"
Total_Unique_Infections,"9932.0, 9858.0, 9820.0"
