Title,Values
Start Time,"1.3511401, 13.333596"
25% prevalence rate time,"12.1719098, 21.7966551"
50% prevalence rate time,"14.2375563, 24.3614603"
Peak_Times,"17.7719815, 25.2165586"
Peak_Infections,"6677.0, 5254.0"
Total Infections,"131191471.0, 60959737.0"
Total Unique Infections,"9917, 7796"
Total Unique Recoveries,"9956.0, 9948.0"
