Title,Values
Start Time,"0.9795768, 1.2830346"
25% prevalence rate time,"21.8242263, 9.0810584"
50% prevalence rate time,"-1.0, 10.5017791"
Peak_Times,"26.0309402, 13.5213611"
Peak_Infections,"3819.0, 7271.0"
Total Infections,"43156366.0, 124519220.0"
Total Unique Infections,"7039, 9971"
Total Unique Recoveries,"9835.0, 9985.0"
