Title,Values
Start Time,"1.1943006, 1.7994492"
25% prevalence rate time,"14.624775, 13.6953381"
50% prevalence rate time,"17.3000042, 15.4185728"
Peak_Times,"19.0354903, 18.1566758"
Peak_Infections,"5621.0, 6462.0"
Total Infections,"109305711.0, 133625793.0"
Total Unique Infections,"9207, 9602"
Total Unique Recoveries,"9936.0, 9963.0"
