Title,Values
Start Time,"0.2420857, 13.3341617"
25% prevalence rate time,"10.2640852, 18.8635623"
50% prevalence rate time,"12.3200606, 20.0267209"
Peak_Times,"15.5874431, 21.5491317"
Peak_Infections,"6734.0, 6119.0"
Total Infections,"138857941.0, 70924458.0"
Total Unique Infections,"9920, 8123"
Total Unique Recoveries,"9964.0, 9979.0"
