Title,Values
Start Time,"3.0028935, 15.0003395"
25% prevalence rate time,"14.8846011, 40.944496"
50% prevalence rate time,"17.0289766, -1.0"
Peak_Times,"20.365629, 44.454815"
Peak_Infections,"6646.0, 2764.0"
Total Infections,"96861360.0, 24741314.0"
Total Unique Infections,"9959, 5719"
Total Unique Recoveries,"9970.0, 9663.0"
