Title,Values
Start Time,"0.8805696, 8.3368139"
25% prevalence rate time,"10.8403034, -1.0"
50% prevalence rate time,"12.9778079, -1.0"
Peak_Times,"16.1852189, 8.3368139"
Peak_Infections,"6647.0, 1.0"
Total Infections,"78784620.0, 9197.0"
Total Unique Infections,"9956, 1"
Total Unique Recoveries,"9956.0, 5021.0"
