Title,Values
Start Time,"1.3183441, 5.0086947"
25% prevalence rate time,"12.7869571, 21.7940352"
50% prevalence rate time,"14.7421883, -1.0"
Peak_Times,"17.823577, 26.6539985"
Peak_Infections,"6778.0, 4094.0"
Total Infections,"131059897.0, 55201471.0"
Total Unique Infections,"9935, 7668"
Total Unique Recoveries,"9977.0, 9865.0"
