Title,Values
Start Time,"0.0787097, 11.6672697"
25% prevalence rate time,"10.6684917, 20.1473151"
50% prevalence rate time,"12.7534548, -1.0"
Peak_Times,"15.6581383, 23.9400353"
Peak_Infections,"6681.0, 4942.0"
Total Infections,"130782318.0, 58966405.0"
Total Unique Infections,"9913, 7718"
Total Unique Recoveries,"9960.0, 9913.0"
