-A
Start:
Peak:,2819,777,6411,3340,7181,3854,2066,1555,6935,3607,1305,9501,7456,4897,4386,7717,5672,5419,5933,2350,1070,8245,2869,2618,4667,3387,8253,3903,7488,3905,577,576,9796,6468,8004,7497,9547,4427,2381,81,4435,9301,4183,2648,3163,5724,2140,6494,8030,4191,6753,1371,1631,7268,5988,8292,7781,3427,9836,4717,2672,4982,5239,4728,1143,4986,8312,5512,3210,7563,3982,143,9616,657,9870,9110,8087,3736,4248,3480,2968,4508,2970,1944,4255,408,6049,8610,1186,1190,2727,936,5546,4267,8876,7340,2990,5295,8367,9138,7347,1975,1722,5819,9148,1725,2494,6591,6592,9664,1986,2496,2756,7879,3273,4301,1485,9679,9936,1230,3022,7896,3289,2010,5853,8928,6887,5608,6889,2027,6892,7406,1263,4336,1521,3058,6643,8948,8952,8182,3063,2808,505,5114,2301
-B
Start:
Peak:,2697,5390,7953,8018,8057,5533,9117,9309,9118,2529,9634,9598,7033,293,6055,5544,7785,6763,1076,4597,5303,5881,315,5628,5822
-C
Start:
Peak:,9216,5132,7181,5133,16,2066,2039,7190,5142,5146,3109,5164,7212,1070,3122,4147,7220,4149,7221,3125,1077,51,8253,1086,4161,3137,9283,7236,69,8272,81,8276,9301,8277,4183,4182,5211,2140,8284,2142,2143,7267,3171,8292,9323,4204,110,9326,8306,114,4215,2169,2172,8316,8318,3199,2178,3208,9353,5258,3210,2191,1168,7314,3219,2198,4248,9369,3225,6300,9372,4255,5280,8355,9380,3240,4267,9388,6315,5295,8367,178,6328,4280,2235,9404,5315,3273,2252,4301,1230,7373,8400,3289,3290,9439,1256,7405,4334,1263,4336,9456,7406,8435,6388,5364,246,4340,2296,5362,9468,2302,4351,9470,6405,5384,9484,4364,3340,269,7442,3349,281,1305,6427,2333,9501,8479,7456,5413,5419,3372,7470,8495,5423,3377,9522,2352,314,3387,5436,4418,8516,7497,6473,4427,8524,7502,2384,7505,1362,3414,2391,343,6490,3420,1382,359,3436,9580,6510,3440,369,2423,7558,2439,5512,390,8586,397,9614,9616,402,6547,8594,3480,4505,7579,4508,415,7583,9636,3496,6573,4526,9647,9650,9653,5559,9662,6591,6592,2496,1474,2494,6596,9670,1479,9672,456,2509,4560,9685,5593,4979,3553,5608,3566,497,1522,6643,2551,3577,9725,517,2568,1546,4626,531,1555,536,2584,1571,548,3620,547,3621,1575,7717,5667,1582,5678,4654,2612,5687,2618,570,5691,573,6715,576,577,9796,5702,584,6729,7752,3659,3656,3664,2641,7764,2648,7770,8796,4701,4700,3681,7782,1640,9833,9835,6764,4717,5743,2672,6774,1655,4728,6778,5756,5758,8831,4738,643,3716,9861,5767,5771,8843,2702,7829,9878,3736,1689,9882,7835,2717,1694,9889,2722,1703,1706,8876,7855,1712,2737,2743,5819,7867,8893,7871,2756,2758,9926,4807,8905,1737,8908,717,7888,724,7896,7899,5852,733,9949,735,8928,2783,3809,739,8923,4835,742,2791,6889,1774,2799,2798,6898,755,8948,6903,9976,2808,770,1794,5892,3845,2819,3854,8980,5909,1812,6935,3864,7963,3870,799,6944,4897,1824,808,3881,5933,7985,9009,5938,5941,2870,828,5949,7997,3903,3902,3905,9027,6980,6982,838,840,8006,9035,2892,8016,4948,3928,8030,4960,8034,5988,870,8042,4972,4976,8050,8051,884,4981,8054,2933,1910,4983,2938,4986,891,6015,898,9091,900,8083,9107,2965,9110,8087,2968,6041,8090,5029,936,9138,2995,948,1974,1975,9148,5054,1983,9151,1986,1988,6084,3017,5065,7131,9184,4066,5092,9189,7145,4075,4076,9200,1010,2034,2036,8182,3063,2041,5114,6143
-D
Start:
