Title,Values
Peak_Times,"9.5759283, 16.3534897, 26.7148678"
Peak_Infections,"6779.0, 2719.0, 3052.0"
Total Infections,"619769349.0, 254499369.0, 213823453.0"
Total_Unique_Infections,"9990.0, 9829.0, 9743.0"
