Start Time,End Time,Status
0.0,58.0852277,2.0
3.4597716,50.2743131,2.0
4.4383568,51.6916915,2.0
4.8074941,29.3873149,2.0
4.8804664,62.055377,2.0
5.6701719,96.0680197,2.0
7.3639077,13.2961699,2.0
7.7293545,52.7890458,2.0
7.8326761,67.0761915,2.0
