Title,Values
Peak_Times,"9.0555157, 16.501034, 23.7070853"
Peak_Infections,"6818.0, 2595.0, 3240.0"
Total Infections,"643278971.0, 255467555.0, 252406965.0"
Total_Unique_Infections,"9969.0, 9746.0, 9657.0"
