Title,Values
Peak_Times,"9.0545084, 0.0, 0.0"
Peak_Infections,"6656.0, 0.0, 0.0"
Total Infections,"513867656.0, 0.0, 0.0"
Total_Unique_Infections,"9862.0, 6430.0, 3467.0"
