Title,Values
Peak_Times,"8.9924482, 23.011953, 18.0001948"
Peak_Infections,"6701.0, 3920.0, 1.0"
Total Infections,"599962078.0, 280744628.0, 2769.0"
Total_Unique_Infections,"9948.0, 9729.0, 7880.0"
