Title,Values
Peak_Times,"6.1355374, 9.453172, 12.0447574"
Peak_Infections,"6572.0, 3727.0, 2441.0"
Total Infections,"712938354.0, 425376813.0, 246847138.0"
Total_Unique_Infections,"9926.0, 9667.0, 9385.0"
