Title,Values
Peak_Times,"0.0, 0.0, 0.0"
Peak_Infections,"0.0, 0.0, 0.0"
Total Infections,"0.0, 0.0, 0.0"
Total_Unique_Infections,"1.0, 1.0, 0.0"
