Title,Values
Peak_Times,"9.4632236, 28.9783056, 0.0"
Peak_Infections,"6786.0, 1343.0, 0.0"
Total Infections,"550131023.0, 54330219.0, 0.0"
Total_Unique_Infections,"9963.0, 9310.0, 4727.0"
