Title,Values
Peak_Times,"12.1568891, 11.1309009, 0.0"
Peak_Infections,"5144.0, 6145.0, 0.0"
Total Infections,"535583581.0, 630449552.0, 0.0"
Total_Unique_Infections,"9808.0, 9847.0, 5913.0"
