Title,Values
Start Time,"1.1599783, 5.0513268"
25% prevalence rate time,"17.9331903, 12.0166961"
50% prevalence rate time,"-1.0, 13.0809748"
Peak_Times,"22.7949718, 15.795153"
Peak_Infections,"4512.0, 7621.0"
Total Infections,"64336488.0, 148226957.0"
Total Unique Infections,"8112, 9952"
Total Unique Recoveries,"9894.0, 9988.0"
