Title,Values
Start Time,"0.6374981, 1.9471015"
25% prevalence rate time,"14.2644616, 10.9796533"
50% prevalence rate time,"17.7623683, 12.5276856"
Peak_Times,"18.9942748, 15.1188991"
Peak_Infections,"5168.0, 6960.0"
Total Infections,"86004997.0, 145002881.0"
Total Unique Infections,"8691, 9837"
Total Unique Recoveries,"9907.0, 9974.0"
