Title,Values
Start Time,"0.2437493, 15.0006141"
25% prevalence rate time,"11.9811043, 22.2364668"
50% prevalence rate time,"14.054731, 23.7196478"
Peak_Times,"17.1276638, 25.1602005"
Peak_Infections,"6694.0, 5667.0"
Total Infections,"130982995.0, 61651209.0"
Total Unique Infections,"9943, 7704"
Total Unique Recoveries,"9978.0, 9970.0"
