Title,Values
Start Time,"0.124124, 11.6668664"
25% prevalence rate time,"11.5548116, 17.1749399"
50% prevalence rate time,"13.5975489, 18.1714271"
Peak_Times,"16.6133182, 19.7715166"
Peak_Infections,"6550.0, 6464.0"
Total Infections,"145850743.0, 84609271.0"
Total Unique Infections,"9881, 8628"
Total Unique Recoveries,"9972.0, 9988.0"
