Title,Values
Start Time,"0.1331685, 5.1130991"
25% prevalence rate time,"11.7669558, -1.0"
50% prevalence rate time,"13.7946501, -1.0"
Peak_Times,"17.1280845, 5.1130991"
Peak_Infections,"6667.0, 1.0"
Total Infections,"79554578.0, 20.0"
Total Unique Infections,"9970, 1"
Total Unique Recoveries,"9970.0, 4986.0"
