Title,Values
Start Time,"0.1084665, 6.6681868"
25% prevalence rate time,"10.9106223, 19.7915926"
50% prevalence rate time,"13.0647006, -1.0"
Peak_Times,"16.4867436, 24.2878432"
Peak_Infections,"6673.0, 4595.0"
Total Infections,"132579096.0, 58817597.0"
Total Unique Infections,"9917, 7771"
Total Unique Recoveries,"9968.0, 9910.0"
