Title,Values
Start Time,"0.3709367, 11.6669749"
25% prevalence rate time,"12.9703606, 23.1275187"
50% prevalence rate time,"14.9588776, -1.0"
Peak_Times,"18.1251552, 27.7693079"
Peak_Infections,"6660.0, 4400.0"
Total Infections,"127465842.0, 53836484.0"
Total Unique Infections,"9931, 7516"
Total Unique Recoveries,"9968.0, 9899.0"
