Title,Values
Start Time,"0.6904836, 5.0471202"
25% prevalence rate time,"11.461877, 17.379774"
50% prevalence rate time,"13.4460448, 21.0173494"
Peak_Times,"16.7262227, 21.4967935"
Peak_Infections,"6684.0, 5089.0"
Total Infections,"142330355.0, 73982195.0"
Total Unique Infections,"9855, 8449"
Total Unique Recoveries,"9963.0, 9932.0"
