Title,Values
Start Time,"0.543503, 11.6699876"
25% prevalence rate time,"13.300535, 21.5065925"
50% prevalence rate time,"15.3353476, -1.0"
Peak_Times,"18.6842827, 25.6566426"
Peak_Infections,"6678.0, 4886.0"
Total Infections,"135423373.0, 62376775.0"
Total Unique Infections,"9903, 7923"
Total Unique Recoveries,"9962.0, 9909.0"
