Start Time,End Time,Status
0.0,55.7509841,2.0
2.3360537,51.4148705,2.0
2.7290322,26.290639,2.0
4.0074121,39.1896259,2.0
4.0794179,39.5579502,2.0
4.15921,4.2802135,2.0
4.1977867,4.6504296,2.0
4.5566811,4.7874048,2.0
4.7477425,43.3424826,2.0
