Start Time,End Time,Status
0.0,0.0,1.0
0.0233544,0.0,1.0
0.966369,0.0,1.0
1.4631815,0.0,1.0
1.9915428,5.1297758,2.0
2.4934465,0.0,1.0
2.995337,0.0,1.0
3.5048894,0.0,1.0
3.9994173,0.0,1.0
