Rate of Infection per day,Rate of Recovery per dat
0.09523809523809523,0.07142857142857142
0.0923504950768614,0.06731058905952414
0.07352622619192406,0.06622364152885343
0.07723931257739293,0.05340727943557828
0.062601187259216,0.05162746906140326
0.06249572033881904,0.04860365430725553
0.05902814498966535,0.04861397715680206
0.05774235150994599,0.05191434355198814
0.06522678266560725,0.06395325633170082
