Title,Values
Start Time,"3.230769, 10.0113672"
25% prevalence rate time,"15.0112862, 16.4438543"
50% prevalence rate time,"17.3337549, 17.5574"
Peak_Times,"18.8987356, 18.9498785"
Peak_Infections,"5600.0, 6375.0"
Total Infections,"107087701.0, 95257464.0"
Total Unique Infections,"9132, 8999"
Total Unique Recoveries,"9984.0, 9984.0"
