Title,Values
Start Time,"2.4133395, 10.0010414"
25% prevalence rate time,"14.7969215, 20.1441371"
50% prevalence rate time,"16.8235071, 21.6659143"
Peak_Times,"20.5240211, 24.5778854"
Peak_Infections,"6739.0, 6918.0"
Total Infections,"169422864.0, 116816437.0"
Total Unique Infections,"9940, 9654"
Total Unique Recoveries,"9962.0, 9965.0"
