Title,Values
Start Time,"1.1073114, 10.0028863"
25% prevalence rate time,"16.1949057, 15.9664786"
50% prevalence rate time,"19.3954725, 16.9388308"
Peak_Times,"20.1128366, 18.8541181"
Peak_Infections,"5124.0, 7056.0"
Total Infections,"92768054.0, 119740368.0"
Total Unique Infections,"8732, 9523"
Total Unique Recoveries,"9964.0, 9982.0"
