Title,Values
Start Time,"1.1207019, 10.0026821"
25% prevalence rate time,"11.8661, 25.7265804"
50% prevalence rate time,"13.9904241, 27.7790421"
Peak_Times,"17.0514751, 30.7290825"
Peak_Infections,"6660.0, 6359.0"
Total Infections,"134548388.0, 87899177.0"
Total Unique Infections,"9951, 9295"
Total Unique Recoveries,"9958.0, 9956.0"
