Title,Values
Start Time,"1.4293779, 10.0010894"
25% prevalence rate time,"12.8370355, -1.0"
50% prevalence rate time,"14.8004648, -1.0"
Peak_Times,"17.8017933, 10.0010894"
Peak_Infections,"6648.0, 1.0"
Total Infections,"79603640.0, 591.0"
Total Unique Infections,"9957, 1"
Total Unique Recoveries,"9958.0, 2212.0"
