Title,Values
Start Time,"1.9956652, 10.0027371"
25% prevalence rate time,"18.1020904, 17.9179827"
50% prevalence rate time,"20.361525, 19.197768"
Peak_Times,"23.1205385, 21.69907"
Peak_Infections,"6090.0, 7012.0"
Total Infections,"129775392.0, 147277517.0"
Total Unique Infections,"9558, 9762"
Total Unique Recoveries,"9952.0, 9972.0"
