Title,Values
Start Time,"0.7119065, 10.0008433"
25% prevalence rate time,"10.7435777, -1.0"
50% prevalence rate time,"12.8759866, -1.0"
Peak_Times,"16.1601262, 13.3912544"
Peak_Infections,"6753.0, 5.0"
Total Infections,"79513036.0, 23905.0"
Total Unique Infections,"9957, 5"
Total Unique Recoveries,"9957.0, 6661.0"
