Title,Values
Start Time,"0.0413472, 10.0000117"
25% prevalence rate time,"12.3869908, 15.1802788"
50% prevalence rate time,"14.4226229, 16.1886372"
Peak_Times,"16.5142057, 17.7412394"
Peak_Infections,"6133.0, 6135.0"
Total Infections,"120426855.0, 80570336.0"
Total Unique Infections,"9446, 8583"
Total Unique Recoveries,"9985.0, 9985.0"
