Title,Values
Start Time,"0.4054793, 10.0007514"
25% prevalence rate time,"11.5799021, 15.6899709"
50% prevalence rate time,"13.6940859, 16.4704445"
Peak_Times,"16.5053434, 18.4634166"
Peak_Infections,"6613.0, 7640.0"
Total Infections,"167252795.0, 122182182.0"
Total Unique Infections,"9885, 9571"
Total Unique Recoveries,"9957.0, 9991.0"
