Title,Values
Start Time,"3.0317752, 10.0004448"
25% prevalence rate time,"14.6076173, 19.9532416"
50% prevalence rate time,"16.5591986, 23.5085426"
Peak_Times,"19.4810633, 24.2700034"
Peak_Infections,"6658.0, 5090.0"
Total Infections,"139596352.0, 73366988.0"
Total Unique Infections,"9853, 8326"
Total Unique Recoveries,"9958.0, 9915.0"
