Start Time,End Time,Status
0.0,80.3318187,2.0
4.9283795,69.2620884,2.0
5.0844718,51.9954811,2.0
5.1293682,50.3368983,2.0
5.1736294,35.1223635,2.0
5.3577596,5.5401394,2.0
5.3638818,11.7303755,2.0
5.465306,23.9641935,2.0
5.9021535,6.1333608,2.0
