Title,Values
Peak_Times,"9.2882139, 12.1132195, 15.7037356"
Peak_Infections,"6539.0, 4175.0, 4029.0"
Total Infections,"755342730.0, 539045354.0, 485548404.0"
Total_Unique_Infections,"9937.0, 9864.0, 9749.0"
