Title,Values
Peak_Times,"7.4263824, 13.4290742, 19.6458222"
Peak_Infections,"6550.0, 2925.0, 3314.0"
Total Infections,"668001658.0, 297254509.0, 268849966.0"
Total_Unique_Infections,"9935.0, 9621.0, 9485.0"
