Title,Values
Peak_Times,"11.4643457, 9.0001663, 39.5376084"
Peak_Infections,"6723.0, 1.0, 14.0"
Total Infections,"509524780.0, 389.0, 178929.0"
Total_Unique_Infections,"9890.0, 6424.0, 6530.0"
