Title,Values
Peak_Times,"10.1279178, 11.6031297, 25.2214348"
Peak_Infections,"6340.0, 4630.0, 656.0"
Total Infections,"641699820.0, 496260753.0, 42667686.0"
Total_Unique_Infections,"9977.0, 9942.0, 9029.0"
