Title,Values
Peak_Times,"10.5995152, 12.9147618, 17.2960066"
Peak_Infections,"6660.0, 4280.0, 2491.0"
Total Infections,"720225422.0, 522335661.0, 277934918.0"
Total_Unique_Infections,"9973.0, 9875.0, 9654.0"
