Title,Values
Peak_Times,"9.0173695, 11.701727, 20.8687765"
Peak_Infections,"6586.0, 4091.0, 1610.0"
Total Infections,"668484136.0, 441261695.0, 133445751.0"
Total_Unique_Infections,"9965.0, 9862.0, 9439.0"
