Title,Values
Peak_Times,"7.8632099, 0.0, 0.0"
Peak_Infections,"6706.0, 0.0, 0.0"
Total Infections,"527163797.0, 0.0, 0.0"
Total_Unique_Infections,"9854.0, 3409.0, 6460.0"
