Title,Values
Peak_Times,"9.0273271, 11.567987, 16.4908608"
Peak_Infections,"6653.0, 5369.0, 1993.0"
Total Infections,"831596319.0, 725594966.0, 237317917.0"
Total_Unique_Infections,"9924.0, 9852.0, 9510.0"
