Title,Values
Peak_Times,"6.894113, 9.0460435, 13.2615039"
Peak_Infections,"6457.0, 4220.0, 3941.0"
Total Infections,"762152603.0, 521873072.0, 421801127.0"
Total_Unique_Infections,"9921.0, 9748.0, 9597.0"
