Title,Values
Peak_Times,"6.3606619, 21.3775714, 0.0"
Peak_Infections,"6552.0, 1706.0, 0.0"
Total Infections,"570405768.0, 76110250.0, 0.0"
Total_Unique_Infections,"9938.0, 9202.0, 4142.0"
