Title,Values
Start Time,"0.1807405, 5.0039999"
25% prevalence rate time,"9.6052981, -1.0"
50% prevalence rate time,"11.6094466, -1.0"
Peak_Times,"14.783389, 26.5551148"
Peak_Infections,"6766.0, 1466.0"
Total Infections,"98021458.0, 13196010.0"
Total Unique Infections,"9924, 3821"
Total Unique Recoveries,"9964.0, 9669.0"
