Title,Values
Start Time,"0.5601469, 5.0231757"
25% prevalence rate time,"13.7779754, 10.346383"
50% prevalence rate time,"15.8103985, 11.2119013"
Peak_Times,"19.1328088, 13.6447254"
Peak_Infections,"6701.0, 7955.0"
Total Infections,"125860352.0, 191707063.0"
Total Unique Infections,"9950, 9988"
Total Unique Recoveries,"9950.0, 9988.0"
