Title,Values
Start Time,"0.2190428, 5.0133677"
25% prevalence rate time,"10.262631, 15.1255853"
50% prevalence rate time,"12.4258973, 17.7026709"
Peak_Times,"15.3344993, 19.053874"
Peak_Infections,"6595.0, 5344.0"
Total Infections,"139701494.0, 78406555.0"
Total Unique Infections,"9825, 8484"
Total Unique Recoveries,"9949.0, 9942.0"
