Title,Values
Start Time,"0.2776535, 5.0227088"
25% prevalence rate time,"11.2297326, 18.4009326"
50% prevalence rate time,"13.2482048, -1.0"
Peak_Times,"16.9262206, 23.2182445"
Peak_Infections,"6687.0, 4943.0"
Total Infections,"140444063.0, 70701859.0"
Total Unique Infections,"9897, 8286"
Total Unique Recoveries,"9967.0, 9910.0"
