Title,Values
Start Time,"0.1611054, 5.0008916"
25% prevalence rate time,"10.9310393, 16.5850406"
50% prevalence rate time,"12.9260536, -1.0"
Peak_Times,"15.8255401, 21.2352606"
Peak_Infections,"6491.0, 4926.0"
Total Infections,"135174099.0, 70541031.0"
Total Unique Infections,"9824, 8229"
Total Unique Recoveries,"9949.0, 9923.0"
