Title,Values
Start Time,"0.0234163, 5.039955"
25% prevalence rate time,"11.8893056, 14.0931515"
50% prevalence rate time,"14.1467236, -1.0"
Peak_Times,"16.2516394, 17.6295006"
Peak_Infections,"5974.0, 4740.0"
Total Infections,"108964243.0, 72283637.0"
Total Unique Infections,"9337, 8222"
Total Unique Recoveries,"9962.0, 9962.0"
