Title,Values
Start Time,"0.2124679, 5.0099087"
25% prevalence rate time,"10.1678451, 21.1503858"
50% prevalence rate time,"12.301045, 23.5279645"
Peak_Times,"15.4764368, 26.9876029"
Peak_Infections,"6640.0, 6472.0"
Total Infections,"150668419.0, 103576540.0"
Total Unique Infections,"9948, 9934"
Total Unique Recoveries,"9948.0, 9934.0"
