Title,Values
Start Time,"0.1327599, 5.0107975"
25% prevalence rate time,"11.0088867, 10.9581825"
50% prevalence rate time,"13.3867505, 11.8687044"
Peak_Times,"15.0716176, 13.9736342"
Peak_Infections,"5668.0, 7377.0"
Total Infections,"114811673.0, 139380348.0"
Total Unique Infections,"9297, 9703"
Total Unique Recoveries,"9950.0, 9993.0"
