Title,Values
Start Time,"3.9908489, 5.0877231"
25% prevalence rate time,"16.5238868, 13.1227211"
50% prevalence rate time,"-1.0, 14.2036725"
Peak_Times,"20.365066, 16.3991507"
Peak_Infections,"3902.0, 7426.0"
Total Infections,"55826349.0, 130122474.0"
Total Unique Infections,"7473, 9829"
Total Unique Recoveries,"9927.0, 9978.0"
