Title,Values
Start Time,"0.1817866, 5.0141073"
25% prevalence rate time,"10.5029296, 20.3025839"
50% prevalence rate time,"12.5656808, -1.0"
Peak_Times,"15.8880694, 23.6585878"
Peak_Infections,"6612.0, 3006.0"
Total Infections,"113738620.0, 34446937.0"
Total Unique Infections,"9876, 6205"
Total Unique Recoveries,"9953.0, 9803.0"
