Title,Values
Peak_Times,"6.8955611, 14.3125449, 0.0"
Peak_Infections,"6494.0, 4427.0, 0.0"
Total Infections,"676920018.0, 404795952.0, 0.0"
Total_Unique_Infections,"9882.0, 9645.0, 7026.0"
